id,"show","title",order
757,"47","Hotel Yorba",3
758,"47","Pretty Good Looking",4
759,"47","Hello Operator",5
760,"47","Finding It Harder To Be A Gentleman",6
761,"47","We’re Going To Be Freinds",7
762,"47","Death Letter (Son House)",8
763,"47","Expecting/Jolene (D.Parton)",9
764,"47","Truth Doesn’t Make A Noise",10
765,"47","Apple Blossom",11
766,"47","Little People",12
767,"47","Screwdriver",13
768,"47","Look Me Over Closely",14
769,"48","Let’s Shake Hands",0
770,"48","When I Hear My Name",1
771,"48","Jolene (Parton)",2
772,"48","The Big Three Killed My Baby",3
773,"48","Sister, Do You Know My Name?",4
774,"48","Dead Leaves and the Dirty Ground",5
775,"48","Hotel Yorba",6
776,"48","I’m Finding it Harder to Be a Gentleman",7
777,"48","I Think I Smell a Rat",8
778,"48","Expecting",9
779,"48","The Union Forever",10
780,"48","We Are Going to Be Friends",11
781,"48","You’re Pretty Good Looking",12
782,"48","Hello Operator",13
783,"48","Boogie Chillin’ (John Lee Hooker)",14
784,"48","Astro",15
785,"48","Cannon",16
786,"48","Wasting My Time",17
787,"48","Do",18
788,"48","Apple Blossom",19
789,"48","I’m Bored (Iggy Pop)",20
790,"48","Screwdriver",21
791,"48","Your Southern Can is Mine (Blind Willie McTell)",22
792,"48","Sugar Never Tasted So Good",23
793,"48","Boll Weevil (Trad./Leadbelly)",24
794,"48","Broken Bricks",25
795,"48","St. James Infirmary (Trad.)",26
796,"48","Look Me Over Closely (Terry Gilkyson)",27
797,"49","Let’s Shake Hands",0
798,"49","When I Hear My Name",1
799,"49","Jolene (D.Parton)",2
800,"49","Dead Leaves and the Dirty Ground",3
801,"49","Hotel Yorba",4
802,"49","I Think I Smell A Rat",5
803,"49","Little Room",6
804,"49","Union Forever",7
805,"49","Offend In Every Way",8
806,"49","We’re Going To Be Friends",9
807,"49","You’re Pretty Good Looking",10
808,"49","Hello Operator",11
809,"49","Death Letter (Son House)",12
810,"49","Let’s Build A Home/I’m Going Back To Memphis/Let’s Build A Home",13
811,"49","I Fought Piranhas",14
812,"49","Lafayette Blues",15
813,"49","Broken Bricks",16
814,"49","Baby Blue (Vincent)",17
815,"49","Cannon/Grinnin In Your Face",18
816,"49","Screwdriver",19
817,"49","Wasting My Time",20
818,"49","Your Southern Can Is Mine",21
819,"49","Stop Breaking Down/Stones in My Passway",22
820,"50","Let’s Shake Hands",0
821,"50","When I Hear My Name",1
822,"50","Jolene (Parton)",2
823,"50","Dead Leaves and the Dirty Ground",3
824,"50","Hotel Yorba",4
825,"50","I Think I Smell a Rat",5
826,"50","Expecting",6
827,"50","You’re Pretty Good Looking",7
828,"50","Hello Operator",8
829,"50","Truth Doesn’t Make a Noise",9
830,"50","We Are Going to Be Friends",10
831,"50","Death Letter (Son House)",11
832,"50","Lord, Send Me an Angel (Blind Willie McTell)",12
833,"50","Apple Blossom",13
834,"50","The Same Boy You’ve Always Known",14
835,"50","Astro/Jack the Ripper/Baby Blue (Screaming Lord Sutch)/(Gene Vincent)",15
836,"50","Wasting My Time",16
837,"50","Little Room",17
838,"50","The Union Forever",18
839,"50","Screwdriver",19
840,"50","Five String Serenade (Arthur Lee)",20
841,"50","Fell in Love with a Girl",21
842,"50","Look Me Over Closely (Terry Gilkyson)",22
843,"51","Death Letter (Son House)",0
844,"51","Let’s Shake Hands",1
845,"51","When I Hear My Name",2
846,"51","The Big Three Killed My Baby",3
847,"51","Jolene (Parton)",4
848,"51","Dead Leaves and the Dirty Ground",5
849,"51","Hotel Yorba",6
850,"51","I Think I Smell a Rat",7
851,"51","Little Room",8
852,"51","The Union Forever",9
853,"51","You’re Pretty Good Looking",10
854,"51","Hello Operator",11
855,"51","Let’s Build a Home",12
856,"51","I Fought Piranhas",13
857,"51","Apple Blossom",14
858,"51","We Are Going to Be Friends ",15
859,"51","Jimmy the Exploder",16
860,"51","Astro/Farmer John (Don ""Sugarcane"" Harris)",17
861,"51","Lord, Send Me an Angel (Blind Willie McTell)",18
862,"51","Broken Bricks",19
863,"51","St. James Infirmary (Trad.)",20
864,"51","Screwdriver",21
865,"52","Dead Leaves and the Dirty Ground",0
866,"52","Hotel Yorba",1
867,"52","I Think I Smell a Rat",2
868,"52","Jolene (Parton)",3
869,"52","You’re Pretty Good Looking",4
870,"52","Broken Bricks",5
871,"52","Lord, Send Me an Angel (Blind Willie McTell)",6
872,"52","I’m Finding it Harder to Be a Gentleman",7
873,"52","St. James Infirmary (Trad.)",8
874,"52","Just Saw You This Morning",9
875,"52","Death Letter (Son House)",10
876,"52","Jimmy the Exploder",11
877,"52","We Are Going to Be Friends",12
878,"52","Let’s Shake Hands",13
879,"52","When I Hear My Name",14
880,"52","Stop Breakin’ Down (Robert Johnson)",15
881,"52","Apple Blossom",16
882,"52","Astro",17
883,"52","Little Room",18
884,"52","The Union Forever",19
885,"52","The Big Three Killed My Baby",20
886,"52","Cannon",21
887,"52","Expecting",22
888,"52","Hello Operator",23
889,"52","One More Cup of Coffee (Bob Dylan)",24
890,"52","Wasting My Time",25
891,"52","Screwdriver",26
892,"52","Truth Doesn’t Make a Noise",27
893,"52","Look Me Over Closely (Terry Gilkyson)",28
894,"53","Little Room",0
895,"53","Let’s Shake Hands",1
896,"53","When I Hear My Name",2
897,"53","Jolene (D.Parton)",3
898,"53","Dead Leaves and the Dirty Ground",4
899,"53","Hotel Yorba",5
900,"53","Lord, Send Me An Angel",6
901,"53","Expecting",7
902,"53","I Think I Smell a Rat",8
903,"53","Same Boy You’ve Always Known",9
904,"53","Wasting My Time",10
905,"53","Broken Bricks",11
906,"53","Cannon",12
907,"53","John the Revelator",13
908,"53","Let’s Build a Home/Matchbox",14
909,"53","Death Letter (Son House)",15
910,"53","We’re Going to be Friends",16
911,"53","Offend in Every Way",17
912,"53","You’re Pretty Good Looking",18
913,"53","Hello Operator",19
914,"53","Fell in Love With a Girl",20
915,"53","Astro",21
916,"53","Jack The Ripper (Screaming Lord Sutch)",22
917,"54","Let’s Shake Hands",0
918,"54","When I Hear My Name",1
919,"54","Dead Leaves and the Dirty Ground",2
920,"54","Jolene (Parton)",3
921,"54","Broken Bricks",4
922,"54","Cannon",5
923,"54","Death Letter (Son House)",6
924,"54","I Think I Smell a Rat",7
925,"54","Expecting",8
926,"54","Hotel Yorba",9
927,"54","Fell in Love with a Girl",10
928,"54","The Union Forever",11
929,"54","Wasting My Time",12
930,"54","The Big Three Killed My Baby",13
931,"54","Your Southern Can is Mine (Blind Willie McTell)",14
932,"54","Screwdriver",15
933,"54","You’re Pretty Good Looking",16
934,"54","Hello Operator",17
935,"54","Look Me Over Closely (Terry Gilkyson)",18
936,"55","Let’s Shake Hands",0
937,"55","When I Hear My Name",1
938,"55","The Big Three Killed My Baby",2
939,"55","Jolene (Parton)",3
940,"55","Dead Leaves and the Dirty Ground",4
941,"55","Hotel Yorba",5
942,"55","I Think I Smell a Rat",6
943,"55","Little Room",7
944,"55","The Union Forever",8
945,"55","We Are Going to Be Friends",9
946,"55","Expecting",10
947,"55","Aluminum",11
948,"55","Baby Blue (Gene Vincent)",12
949,"55","Cool Drink of Water Blues (Tommy Johnson)",13
950,"55","Astro/Farmer John (Don ""Sugarcane"" Harris)",14
951,"55","Your Southern Can is Mine (Blind Willie McTell)",15
952,"55","Broken Bricks",16
953,"55","Screwdriver",17
954,"55","You’re Pretty Good Looking",18
955,"55","Boll Weevil (Trad./Leadbelly)",19
956,"55","Hello Operator",20
957,"55","St. James Infirmary (Trad.)",21
958,"55","Look Me Over Closely (Terry Gilkyson)",22
959,"56","Screwdriver/",0
960,"56","Your Southern Can Is Mine/",1
961,"56","Screwdriver",2
962,"57","Death Letter (Son House)",0
963,"57","Little Bird",1
964,"57","Let’s Shake Hands",2
965,"57","When I Hear My Name",3
966,"57","Jolene (Parton)",4
967,"57","Dead Leaves and the Dirty Ground",5
968,"57","Hotel Yorba",6
969,"57","I’m Finding it Harder to Be a Gentleman",7
970,"57","Expecting",8
971,"57","I Think I Smell a Rat",9
972,"57","Dyin’ Crapshooter’s Blues (Blind Willie McTell)",10
973,"57","Lord, Send Me an Angel (Blind Willie McTell)",11
974,"57","Broken Bricks",12
975,"57","Red Bowling Ball Ruth",13
976,"57","We Are Going to Be Friends",14
977,"57","Apple Blossom",15
978,"57","Blues Jam Instrumental",16
979,"57","Astro/I Walk Like Jayne Mansfield (5.6.7.8’s)",17
980,"57","Screwdriver",18
981,"57","I’m Bored (Iggy Pop)",19
982,"57","You’re Pretty Good Looking",20
983,"57","Hello Operator",21
984,"57","Look Me Over Closely (Terry Gilkyson)",22
985,"58","Let’s Shake Hands",0
986,"58","When I Hear My Name",1
987,"58","Jolene (D.Parton)",2
988,"58","Death Letter (Son House)",3
989,"58","Cannon",4
990,"58","Astro/Jack The Ripper (Screaming Lord Sutch)",5
991,"58","Hotel Yorba",6
992,"58","I’m Finding It Harder To Be A Gentleman",7
993,"58","Screwdriver",8
994,"58","We’re Gonna be Friends",9
995,"58","You’re Pretty Good Looking",10
996,"58","Boll Weevil (Leadbelly)",11
997,"58","Hello Operator",12
998,"58","Baby Blue (Vincent)",13
999,"59","When I Hear My Name",0
1000,"59","Let’s Shake Hands",1
1001,"59","Wasting My Time",2
1002,"59","You’re Pretty Good Looking",3
1003,"59","Dead Leaves and the Dirty Ground",4
1004,"59","Jolene (D.Parton)",5
1005,"59","Hotel Yorba/Lord, Send Me An Angel",6
1006,"59","Death Letter (Son House)",7
1007,"59","The Union Forever",8
1008,"59","We’re Going To Be Friends",9
1009,"59","Apple Blossom",10
1010,"59","I Think I Smell a Rat",11
1011,"59","Screwdriver",12
1012,"59","Hello Operator",13
1013,"59","Look Me Over Closely",14
1014,"60","When I Hear My Name",0
1015,"60","Death Letter (Son House)",1
1016,"60","Little Bird",2
1017,"60","Jolene (D.Parton)",3
1018,"60","Dead Leaves and the Dirty Ground",4
1019,"60","Truth Doesn’t Make A Noise",5
1020,"60","Astro",6
1021,"60","Jack The Ripper (Screaming Lord Sutch)",7
1022,"60","Lord Send Me And Angel",8
1023,"60","Hotel Yorba",9
1024,"60","Pretty Good Looking",10
1025,"60","Cannon",11
1026,"60","Screwdriver",12
1027,"60","Hello Operator",13
1028,"60","Boll Weevil (Leadbelly)",14
1029,"61","Death Letter (Son House)",0
1030,"61","Let’s Shake Hands",1
1031,"61","When I Hear My Name",2
1032,"61","Jolene (D.Parton)",3
1033,"61","Lets Build A Home",4
1034,"61","Suzy Lee",5
1035,"61","You’re Pretty Good Looking",6
1036,"61","Lord Send Me An Angel",7
1037,"61","Dead Leaves and the Dirty Ground",8
1038,"61","I Think I Smell A Rat",9
1039,"61","Hotel Yorba",10
1040,"61","Were Going to Be Freinds",11
1041,"61","Apple Blossom",12
1042,"61","Astro",13
1043,"61","Jack The Ripper (Screaming Lord Sutch)",14
1044,"61","The Big Three Killed My Baby",15
1045,"61","Screwdriver",16
1046,"61","Boll Weevil (Leadbelly)",17
1047,"62","Let’s Shake Hands",0
1048,"62","When I Hear My Name",1
1049,"62","Lord, Send Me An Angel",2
1050,"62","Broken Bricks",3
1051,"62","Cannon",4
1052,"62","Jolene (D.Parton)",5
1053,"62","Death Letter (Son House)/Little Bird",6
1054,"62","Dead Leaves and the Dirty Ground",7
1055,"62","Hotel Yorba",8
1056,"62","I Think I Smell a Rat",9
1057,"62","You’re Pretty Good Looking",10
1058,"62","Screwdriver",11
1059,"63","Let’s Shake Hands",0
1060,"63","Hear My Name",1
1061,"63","Dead Leaves and the Dirty Ground",2
1062,"63","Hotel Yorba",3
1063,"63","I Think I Smell A Rat",4
1064,"63","Lord, Send Me An Angel",5
1065,"63","Death Letter (Son House)",6
1066,"63","Little Room",7
1067,"63","The Union Forever",8
1068,"63","Jolene (D.Parton)",9
1069,"63","Your Pretty Good Looking (For A Girl)",10
1070,"63","Hello Operator",11
1071,"63","Jimmy The Exploder",12
1072,"63","Astro / Jack The Ripper (Screaming Lord Sutch)",13
1073,"63","We’re Going To Be Friends",14
1074,"63","Apple Blossom",15
1075,"63","Expecting",16
1076,"63","Fell In Love With A Girl",17
1077,"63","Wasting My Time",18
1078,"63","Screwdriver",19
1079,"64","Let’s Shake Hands",0
1080,"64","When I Hear My Name",1
1081,"64","Death Letter (Son House)",2
1082,"64","Lord, Send Me an Angel (Blind Willie McTell)",3
1083,"64","You’re Pretty Good Looking",4
1084,"64","Dead Leaves and the Dirty Ground",5
1085,"64","Hotel Yorba",6
1086,"64","Truth Doesn’t Make a Noise",7
1087,"64","I Think I Smell a Rat",8
1088,"64","Jolene (Parton)",9
1089,"64","We Are Going to Be Friends",10
1090,"64","Expecting",11
1091,"64","The Union Forever",12
1092,"64","The Same Boy You’ve Always Known",13
1093,"64","Apple Blossom",14
1094,"64","Cannon",15
1095,"64","Astro",16
1096,"64","The Big Three Killed My Baby",17
1097,"64","Boll Weevil (Trad./Leadbelly)",18
1098,"65","Let’s Shake Hands",0
1099,"65","When I Hear My Name",1
1100,"65","Jolene (D.Parton)",2
1101,"65","Dead Leaves and the Dirty Ground",3
1102,"65","Hotel Yorba",4
1103,"65","Lord, Send Me An Angel",5
1104,"65","You’re Pretty Good Looking",6
1105,"65","Hello Operator",7
1106,"65","Death Letter (Son House)",8
1107,"65","Astro",9
1108,"65","Jack The Ripper (Screaming Lord Sutch)",10
1109,"65","I Think I Smell a Rat",11
1110,"65","We’re Going to be Friends",12
1111,"65","I Just Don’t Know What To Do With Myself (Bacharach)",13
1112,"65","Screwdriver",14
1113,"66","Lets Shake Hands/When I Hear My Name",0
1114,"66","When I Hear My Name",1
1115,"66","The Big 3 Killed My Baby",2
1116,"66","Jolene (D.Parton)",3
1117,"66","Dead Leaves and the Dirty Ground",4
1118,"66","Lord Send Me An Angel",5
1119,"66","You’re Pretty Good Looking",6
1120,"66","Hello Operator",7
1121,"66","Death Letter (Son House)",8
1122,"66","Astro/Jack The Ripper (Screaming Lord Sutch)",9
1123,"66","The Union Forever",10
1124,"66","We Are Gonna Be Friends",11
1125,"66","Hotel Yorba",12
1126,"66","Lafeyette Blues",13
1127,"66","Lets Build A Home/Screwdriver",14
1128,"66","Boll Weevil (Leadbelly)",15
1129,"67","(incomplete)",0
1130,"67","Death Letter (Son House)",1
1131,"67","Let’s Build a Home/Goin’ Back to Memphis",2
1132,"67","(Henry and June)",3
1133,"67","We Are Going to Be Friends",4
1134,"67","Hotel Yorba",5
1135,"67","You’re Pretty Good Looking",6
1136,"67","Hello Operator",7
1137,"67","Astro",8
1138,"67","Screwdriver",9
1139,"67","Boll Weevil (Trad./Leadbelly)",10
1140,"68","Death Letter (Son House)",0
1141,"68","Let’s Shake Hands/When I Hear My Name",1
1142,"68","Your Southern Can Is Mine",2
1143,"68","Dead Leaves and the Dirty Ground",3
1144,"68","Hotel Yorba",4
1145,"68","You’’re Pretty Good Looking",5
1146,"68","I Think I Smell A Rat",6
1147,"68","Fell In Love With A Girl/Expecting",7
1148,"68","I Just Don’t Know What To Do With Myself",8
1149,"68","We’’re Going To Be Friends",9
1150,"68","Hello Operator",10
1151,"68","Let’s Build A Home",11
1152,"68","I’m Bored",12
1153,"68","I’m Finding It Harder To Be A Gentleman",13
1154,"68","Now Mary",14
1155,"68","Astro/Farmer John, I’m In Love With Your Daughter/Cannon/I Walk Like Jayne Mansfield/Unknown",15
1156,"68","Jolene (D.Parton)",16
1157,"68","Boll Weevil (Leadbelly)",17
1158,"68","Lafayette Blues",18
1159,"68","Jimmy The Exploder",19
1160,"68","Screwdriver",20
1161,"69","Set One",0
1162,"69","Little Room",2
1163,"69","The Big Three Killed My Baby",3
1164,"69","Dead Leaves and the Dirty Ground",4
1165,"69","Hotel Yorba",5
1166,"69","Lord, Send Me an Angel",6
1167,"69","Astro",7
1168,"69","Jack The Ripper (Screaming Lord Sutch)",8
1169,"69","Death Letter (Son House)",9
1170,"69","One More Cup of Coffee",10
1171,"69","I’m Bored/Looking at You",11
1172,"69","We’re Going to be Friends",12
1173,"69","Baby Blue (Vincent)",13
1174,"69","Cannon",14
1175,"69","Boll Weevil (Leadbelly)",15
1176,"69","Set Two",17
1177,"69","Let’s Shake Hands",19
1178,"69","When I Hear My Name",20
1179,"69","Jolene (D.Parton)",21
1180,"69","You’re Pretty Good Looking",22
1181,"69","Hello Operator",23
1182,"69","Stop Breaking Down",24
1183,"69","Apple Blossom",25
1184,"69","Fell in Love With a Girl",26
1185,"69","I Fought Piranhas",27
1186,"69","Let’s Build a Home/Goin’ Back to Memphis",28
1187,"69","Do",29
1188,"69","Rated X (Lynn)",30
1189,"69","Expecting",31
1190,"69","I’m Finding it Harder to be a Gentleman",32
1191,"69","Your Southern Can is Mine",33
1192,"69","Screwdriver",34
1193,"70","Hotel Yorba",0
1194,"70","Fell In Love With A Girl",1
1195,"70","Let’s Shake Hands",2
1196,"71","Lord, Send Me An Angel",0
1197,"71","Dead Leaves and the Dirty Ground",1
1198,"71","I Think I Smell A Rat",2
1199,"71","It’s True That We Love One Another (from CD)",3
1200,"71","Let’s Build A Home",4
1201,"71","Little Room",5
1202,"71","The Union Forever",6
1203,"71","The Same Boy You’ve Always Known",7
1204,"71","Look Me Over Closely",8
1205,"71","Looking At You",9
1206,"71","St. James Infirmary Blues",10
1207,"71","Apple Blossom",11
1208,"71","Do",12
1209,"71","Rated X (Lynn)",13
1210,"71","Jumble Jumble",14
1211,"71","Little People",15
1212,"72","Let’s Shake Hands",0
1213,"72","When I Hear My Name",1
1214,"72","Jolene (D.Parton)",2
1215,"72","Dead Leaves and the Dirty Ground",3
1216,"72","Lord, Send Me an Angel",4
1217,"72","I Think I Smell a Rat",5
1218,"72","Death Letter (Son House)",6
1219,"72","Astro/Jack The Ripper (Screaming Lord Sutch)",7
1220,"72","The Union Forever",8
1221,"72","Hotel Yorba",9
1222,"72","You’re Pretty Good Looking",10
1223,"72","Look Me Over Closely",11
1224,"73","You’re Pretty Good Looking",0
1225,"73","Fell In Love With A Girl",1
1226,"73","Hotel Yorba",2
1227,"74","Jolene (D.Parton)",0
1228,"74","When I Hear My Name",1
1229,"75","Let’s Shake Hands",0
1230,"75","When I Hear My Name",1
1231,"75","Dead Leaves and the Dirty Ground",2
1232,"75","Jolene (D.Parton)",3
1233,"75","I’m Finding It Harder To Be A Gentleman",4
1234,"75","Hotel Yorba",5
1235,"75","Jimmy The Exploder",6
1236,"75","Wasting My Time",7
1237,"75","Death Letter (Son House)/Motherless Children Have a Hard Time",8
1238,"75","Lord Send Me An Angel",9
1239,"75","Little Room",10
1240,"75","The Union Forever",11
1241,"75","I Think I Smell A Rat",12
1242,"75","Fell In Love With A Girl",13
1243,"75","Sugar Never Tasted So Good",14
1244,"75","You’re Pretty Good Looking",15
1245,"75","I Just Don’t Know What To Do With Myself (Bacharach)",16
1246,"75","The Same Boy You’ve Always Known",17
1247,"75","Screwdriver",18
1248,"75","Hello Operator",19
1249,"75","Rated X (Lynn)",20
1250,"76","Hotel Yorba",0
1251,"77","Death Letter (Son House)",0
1252,"77","Let’s Shake Hands",1
1253,"77","When I Hear My Name",2
1254,"77","Dead Leaves and the Dirty Ground",3
1255,"77","Hotel Yorba",4
1256,"77","Lovesick",5
1257,"77","Expecting",6
1258,"77","I Think I Smell A Rat",7
1259,"77","Little Room",8
1260,"77","The Union Forever",9
1261,"77","I Fought Piranhas",10
1262,"77","Let’s Build A Home/Goin’ Back to Memphis",11
1263,"77","We’re Going To Be Friends",12
1264,"77","Astro",13
1265,"77","Baby Blue (Vincent)",14
1266,"77","Apple Blossom",15
1267,"77","Screwdriver",16
1268,"77","I’m Bored",17
